Time	Pos X	Pos Y	Vel X	Vel Y	Acc X	Acc YForce X	Force Y
2.580014	0.01286771	-0.7975628	0	0	0	0	0	0
2.59652	0.01286771	-0.7975628	0	0	0	0	0	0
2.613055	0.01286771	-0.7975628	0	0	0	0	0	0
2.629622	0.01286771	-0.7975628	0	0	0	0	0	0
2.646189	0.01286771	-0.7975628	0	0	0	0	0	0
2.663568	0.01286771	-0.7975628	0	0	0	0	0	0
2.679322	0.01286771	-0.7975628	0	0	0	0	0	0
2.69589	0.01286771	-0.7975628	0	0	0	0	0	0
2.712599	0.01286771	-0.7975628	0	0	0	0	0	0
2.729023	0.01286771	-0.7975628	0	0	0	0	0	0
2.745635	0.01286771	-0.7975628	0	0	0	0	0	0
2.769937	0.01286771	-0.7975628	0	0	0	0	0	0
2.786506	0.01286771	-0.7975628	0	0	0	0	0	0
2.803072	0.01286771	-0.7975628	0	0	0	0	0	0
2.819674	0.01286771	-0.7975628	0	0	0	0	0	0
2.836207	0.01286771	-0.7975628	0	0	0	0	0	0
2.852774	0.01286771	-0.7975628	0	0	0	0	0	0
2.86934	0.01286771	-0.7975628	0	0	0	0	0	0
2.885907	0.01286771	-0.7975628	0	0	0	0	0	0
2.902741	0.01286771	-0.7975628	0	0	0	0	0	0
2.91904	0.01286771	-0.7975628	0	0	0	0	0	0
2.935609	0.01286771	-0.7975628	0	0	0	0	0	0
2.953759	0.01286771	-0.7975628	0	0	0	0	0	0
2.968838	0.01286771	-0.7975628	0	0	0	0	0	0
2.985309	0.01286771	-0.7975628	0	0	0	0	0	0
3.001874	0.01286771	-0.7975628	0	0	0	0	0	0
3.01844	0.01286771	-0.7975628	0	0	0	0	0	0
3.035006	0.01286771	-0.7975628	0	0	0	0	0	0
3.051573	0.01286771	-0.7975628	0	0	0	0	0	0
3.076585	0.01286771	-0.7975628	0	0	0	0	0	0
3.093158	0.01286771	-0.7975628	0	0	0	0	0	0
3.110381	0.01286771	-0.7975628	0	0	0	0	0	0
3.126406	0.01286771	-0.7975628	0	0	0	0	0	0
3.142855	0.01286771	-0.7975628	0	0	0	0	0	0
3.159425	0.01286771	-0.7975628	0	0	0	0	0	0
3.176642	0.01286771	-0.7975628	0	0	0	0	0	0
3.192554	0.01286771	-0.7975628	0	0	0	0	0	0
3.209588	0.01286771	-0.7975628	0	0	0	0	0	0
3.225688	0.01286771	-0.7975628	0	0	0	0	0	0
3.242255	0.01286771	-0.7975628	0	0	0	0	0	0
3.258962	0.01286771	-0.7975628	0	0	0	0	0	0
3.276364	0.01286771	-0.7975628	0	0	0	0	0	0
3.293526	0.01286771	-0.7975628	0	0	0	0	0	0
3.310025	0.01286771	-0.7975628	0	0	0	0	0	0
3.326537	0.01286771	-0.7975628	0	0	0	0	0	0
3.349363	0.01286771	-0.7975628	0	0	0	0	0	0
3.369618	0.01286771	-0.7975628	0	0	0	0	0	0
3.386188	0.01286771	-0.7975628	0	0	0	0	0	0
3.428192	0.01286771	-0.7975628	0	0	0	0	0	0
3.445121	0.01286771	-0.7975628	0	0	0	0	0	0
3.461632	0.01286771	-0.7975628	0	0	0	0	0	0
3.47814	0.01286771	-0.7975628	0	0	0	0	0	0
3.494653	0.01286771	-0.7975628	0	0	0	0	0	0
3.511024	0.01286771	-0.7975628	0	0	0	0	0	0
3.527592	0.01286771	-0.7975628	0	0	0	0	0	0
3.544192	0.01286771	-0.7975628	0	0	0	0	0	0
3.560725	0.01286771	-0.7975628	0	0	0	0	0	0
3.577292	0.01286771	-0.7975628	0	0	0	0	0	0
3.593858	0.01286771	-0.7975628	0	0	0	0	0	0
3.610739	0.01286771	-0.7975628	0	0	0	0	0	0
3.626991	0.01286771	-0.7975628	0	0	0	0	0	0
3.643765	0.01286771	-0.7975628	0	0	0	0	0	0
3.660271	0.01286771	-0.7975628	0	0	0	0	0	0
3.676691	0.01286771	-0.7975628	0	0	0	0	0	0
