Time	Pos X	Pos Y	Vel X	Vel Y	Acc X	Acc YForce X	Force Y
2.28547	0.009815474	-0.002249197	0	0	0	0	0	0
2.302045	0.009815474	-0.002249197	0	0	0	0	0	0
2.31864	0.009815474	-0.002249197	0	0	0	0	0	0
2.335173	0.009815474	-0.002249197	0	0	0	0	0	0
2.352164	0.009815474	-0.002249197	0	0	0	0	0	0
2.368307	0.009815474	-0.002249197	0	0	0	0	0	0
2.384873	0.009815474	-0.002249197	0	0	0	0	0	0
2.445765	0.009815474	-0.002249197	0	0	0	0	0	0
2.462334	0.009815474	-0.002249197	0	0	0	0	0	0
2.478902	0.009815474	-0.002249197	0	0	0	0	0	0
2.495469	0.009815474	-0.002249197	0	0	0	0	0	0
2.512035	0.009815474	-0.002249197	0	0	0	0	0	0
2.528602	0.009815474	-0.002249197	0	0	0	0	0	0
2.545301	0.009815474	-0.002249197	0	0	0	0	0	0
2.561815	0.009815474	-0.002249197	0	0	0	0	0	0
2.578325	0.009815474	-0.002249197	0	0	0	0	0	0
2.594872	0.009815474	-0.002249197	0	0	0	0	0	0
2.611436	0.009815474	-0.002249197	0	0	0	0	0	0
2.632482	0.009815474	-0.002249197	0	0	0	0	0	0
2.649053	0.009815474	-0.002249197	0	0	0	0	0	0
2.66562	0.009815474	-0.002249197	0	0	0	0	0	0
2.682415	0.009815474	-0.002249197	0	0	0	0	0	0
2.698759	0.009815474	-0.002249197	0	0	0	0	0	0
2.715319	0.009815474	-0.002249197	0	0	0	0	0	0
2.732433	0.009815474	-0.002249197	0	0	0	0	0	0
2.748453	0.009815474	-0.002249197	0	0	0	0	0	0
2.76502	0.009815474	-0.002249197	0	0	0	0	0	0
2.781587	0.009815474	-0.002249197	0	0	0	0	0	0
2.798152	0.009815474	-0.002249197	0	0	0	0	0	0
2.814991	0.009815474	-0.002249197	0	0	0	0	0	0
2.831294	0.009815474	-0.002249197	0	0	0	0	0	0
2.848541	0.009841788	-0.002268033	0.001525736	-0.001092165	0.04547743	-0.03255401	0	0
2.864529	0.009841788	-0.002268033	0	0	-0.04590742	0.03286181	0	0
2.880986	0.009841788	-0.002268033	0	0	0	0	0	0
2.897568	0.009815474	-0.002249197	-0.001586944	0.001135979	-0.04803335	0.03438361	0	0
2.92014	0.009789161	-0.002268033	-0.001165707	-0.0008344749	0.01075859	-0.05032627	0	0
2.93671	0.009789161	-0.002268033	0	0	0.02978138	0.0213191	0	0
2.953277	0.009789161	-0.002268033	0	0	0	0	0	0
2.969845	0.009789161	-0.002268033	0	0	0	0	0	0
2.98641	0.009789161	-0.002305705	0	-0.002274115	0	-0.06863491	0	0
3.002977	0.009789161	-0.002305705	0	0	0	0.06863788	0	0
3.019638	0.009762848	-0.002399887	-0.001579291	-0.005652629	-0.0475287	-0.1701156	0	0
3.036158	0.009736534	-0.002494071	-0.001592876	-0.005701407	-0.0004094108	-0.00147005	0	0
3.052679	0.009710222	-0.002588259	-0.001592636	-0.005700917	7.272214E-06	1.48122E-05	0	0
3.08581	0.009526027	-0.003473752	-0.005559552	-0.02672693	-0.07989345	-0.4234626	0	0
3.102382	0.005289424	-0.009641136	-0.2556556	-0.3721676	-5.031847	-6.950147	0	0
3.119223	-0.0003947368	-0.01792046	-0.3375253	-0.4916261	-2.450291	-3.575295	0	0
3.13551	-0.002789466	-0.03353624	-0.1470302	-0.9587686	5.75027	-14.10113	0	0
3.152078	-0.002973675	-0.04292871	-0.0111184	-0.5669064	4.136683	11.92692	0	0
3.168644	-0.003052622	-0.05859803	-0.004765431	-0.9458424	0.1917331	-11.43631	0	0
3.18521	-0.00347367	-0.08845279	-0.02541744	-1.802245	-0.6233283	-25.84832	0	0
3.201778	-0.003921032	-0.1078178	-0.02700167	-1.168823	-0.04781376	19.1174	0	0
3.225721	-0.004289447	-0.1417627	-0.0153872	-1.417744	0.2866999	-6.144549	0	0
3.242291	-0.00449997	-0.1630078	-0.0127044	-1.282075	0.0662194	3.348709	0	0
3.258886	-0.004421024	-0.1843901	0.004757242	-1.28849	0.5264972	-0.193423	0	0
3.27582	-0.004078925	-0.2055738	0.020202	-1.250961	0.4606414	1.11931	0	0
3.291989	-0.003789456	-0.2265178	0.01790317	-1.295354	-0.0694459	-1.341089	0	0
3.308843	-0.00294736	-0.2538222	0.0499626	-1.620002	0.9708178	-9.830924	0	0
3.325123	-0.00271052	-0.2738045	0.0145482	-1.227434	-1.068816	11.84783	0	0
3.34169	-0.002184207	-0.293766	0.03176828	-1.204881	0.5242527	0.6866081	0	0
3.358257	-0.002210523	-0.3204021	-0.001588464	-1.607802	-1.006723	-12.16037	0	0
3.374824	-0.001815788	-0.3407406	0.0238273	-1.227691	0.7670767	11.47219	0	0
3.3919	-0.00192105	-0.3618802	-0.006164362	-1.237968	-0.8914804	-0.3054739	0	0
3.407958	-0.001289473	-0.3908598	0.03932992	-1.804637	1.37302	-17.10209	0	0
3.424524	-0.001052631	-0.4130648	0.01429724	-1.340429	-0.7673087	14.22901	0	0
3.457658	-5.263158E-05	-0.4591013	0.03018048	-1.389403	0.3195854	-0.9853901	0	0
3.47496	0.0006315788	-0.4900599	0.03954399	-1.789258	0.1856495	-7.927883	0	0
3.490789	0.0009473682	-0.5136041	0.01994964	-1.487378	-0.5914056	9.111456	0	0
3.507356	0.001210526	-0.5447671	0.01588468	-1.881055	-0.1254769	-12.152	0	0
3.523996	0.001763156	-0.5680427	0.03321201	-1.398819	0.5218097	14.52246	0	0
3.547922	0.001789472	-0.5835781	0.001099866	-0.6493015	-0.7916077	18.47663	0	0
3.564499	0.002184207	-0.6218001	0.02381257	-2.305762	0.5607655	-40.8972	0	0
3.581059	0.002447363	-0.6516319	0.01589055	-1.801375	-0.2390662	15.22111	0	0
3.597632	0.002842098	-0.6739572	0.02381831	-1.347111	0.2392689	13.71022	0	0
3.614193	0.003447355	-0.7098607	0.0365476	-2.167986	0.3841817	-24.7748	0	0
3.630759	0.004026294	-0.7306301	0.03494737	-1.253731	-0.04830622	27.59863	0	0
3.647325	0.004315763	-0.7441561	0.01747311	-0.816464	-0.5274045	13.19751	0	0
3.663892	0.004921013	-0.771725	0.03653403	-1.664112	0.5752804	-25.58299	0	0
3.680459	0.005631519	-0.7993367	0.04288749	-1.666695	0.1917533	-0.07796535	0	0
3.697133	0.006263076	-0.8195305	0.03787716	-1.211107	-0.1507293	13.70581	0	0
3.713597	0.006710425	-0.8406048	0.0271706	-1.27999	-0.3230875	-2.078652	0	0
3.73016	0.007289344	-0.866978	0.03495368	-1.592345	0.2356585	-9.457582	0	0
3.746732	0.007499859	-0.8800833	0.01270286	-0.7907969	-0.6715264	24.19059	0	0
3.763294	0.007684059	-0.8998179	0.01112203	-1.191579	-0.04771014	-12.09579	0	0
3.779859	0.009210266	-0.9231742	0.09213263	-1.409953	2.44545	-6.592011	0	0
3.797479	0.009762848	-0.9383258	0.03136047	-0.8598945	-1.77771	16.09032	0	0
3.814202	0.01021017	-0.9483695	0.02674951	-0.6006024	-0.1342618	7.550069	0	0
3.830616	0.01126268	-0.9598091	0.06412112	-0.6969222	1.127788	-2.906707	0	0
3.852239	0.01118374	-0.9596888	-0.003650583	0.005559905	-1.781706	18.46813	0	0
3.868809	0.01115743	-0.9596488	-0.001587984	0.002417301	0.05400465	-0.08228222	0	0
3.885376	0.01113112	-0.9596087	-0.001588281	0.002417753	-8.965671E-06	1.364525E-05	0	0
3.901943	0.01113112	-0.9595286	0	0.004835506	0.04793579	0.07297004	0	0
3.918509	0.01110481	-0.9594886	-0.001588304	0.002417788	-0.04793683	-0.07296952	0	0
3.935076	0.01110481	-0.9594886	0	0	0.04793613	-0.07297056	0	0
3.951643	0.01113112	-0.9594485	0.001588281	0.002417753	0.0479351	0.07296899	0	0
3.96821	0.01113112	-0.9594485	0	0	-0.04793579	-0.07297004	0	0
3.984823	0.01110481	-0.9594085	-0.001583904	0.002411091	-0.04773775	0.07266857	0	0
4.001342	0.01113112	-0.9593684	0.001592843	0.002424697	0.095882	0.0004106672	0	0
4.017909	0.01113112	-0.9593684	0	0	-0.04814171	-0.07328349	0	0
4.034476	0.01113112	-0.9593684	0	0	0	0	0	0
4.051367	0.01115743	-0.9593284	0.001557747	0.002367745	0.04655797	0.07076719	0	0
4.067611	0.01113112	-0.9592884	-0.001619845	0.002465802	-0.09589717	0.002959277	0	0
4.084176	0.01113112	-0.9592884	0	0	0.04937302	-0.07515786	0	0
4.100749	0.01115743	-0.9592483	0.001587687	0.002416849	0.04791234	0.07293434	0	0
4.117309	0.01115743	-0.9592483	0	0	-0.04791855	-0.07294379	0	0
4.1418	0.01113112	-0.9592083	-0.001074346	0.001632985	-0.02617046	0.03977858	0	0
4.158445	0.01113112	-0.9592083	0	0	0.02611676	-0.03969697	0	0
4.174965	0.01113112	-0.9592083	0	0	0	0	0	0
4.191505	0.01113112	-0.9592083	0	0	0	0	0	0
4.208071	0.01113112	-0.9592083	0	0	0	0	0	0
4.224637	0.01113112	-0.9592083	0	0	0	0	0	0
4.241204	0.01113112	-0.9592083	0	0	0	0	0	0
4.25777	0.01115743	-0.9591683	0.001588327	0.002417823	0.04793786	0.07297319	0	0
4.27453	0.01113112	-0.9591282	-0.001569935	0.002389826	-0.09476691	-0.0008400707	0	0
4.291042	0.01113112	-0.9591282	0	0	0.04718449	-0.07182637	0	0
4.30747	0.01113112	-0.9591282	0	0	0	0	0	0
4.324066	0.01110481	-0.9590882	-0.001585543	0.002409993	-0.04801276	0.07297845	0	0
4.340603	0.01110481	-0.9590882	0	0	0.04785384	-0.07273689	0	0
4.35717	0.01107849	-0.9590482	-0.001588281	0.002417753	-0.04797791	0.07303415	0	0
4.373736	0.01110481	-0.9590082	0.001588327	0.002414225	0.09587433	-0.0001064894	0	0
4.390304	0.01110481	-0.9590082	0	0	-0.04793717	-0.07286355	0	0
4.406872	0.01110481	-0.9590082	0	0	0	0	0	0
4.423631	0.01110481	-0.9590082	0	0	0	0	0	0
4.445242	0.01110481	-0.9590082	0	0	0	0	0	0
4.461812	0.01110481	-0.9590082	0	0	0	0	0	0
4.478676	0.01110481	-0.9590082	0	0	0	0	0	0
4.494944	0.01107849	-0.9589681	-0.001617471	0.002462188	-0.04881888	0.07431432	0	0
4.511511	0.01107849	-0.9589681	0	0	0.04926056	-0.07498667	0	0
4.528212	0.01107849	-0.9589681	0	0	0	0	0	0
4.545225	0.01107849	-0.9589681	0	0	0	0	0	0
4.561232	0.01107849	-0.9589681	0	0	0	0	0	0
4.577778	0.01107849	-0.9589681	0	0	0	0	0	0
4.594344	0.01107849	-0.9589681	0	0	0	0	0	0
4.610911	0.01105218	-0.9589281	-0.001588179	0.002414086	-0.0479334	0.0728604	0	0
4.627478	0.01105218	-0.9589281	0	0	0.04793271	-0.07285935	0	0
4.644043	0.01105218	-0.9589281	0	0	0	0	0	0
4.66061	0.01105218	-0.9589281	0	0	0	0	0	0
4.677176	0.01105218	-0.9589281	0	0	0	0	0	0
4.693749	0.01105218	-0.9589281	0	0	0	0	0	0
4.710311	0.01102587	-0.9588881	-0.001588784	0.00241492	-0.04794959	0.07288243	0	0
4.73294	0.01102587	-0.9588881	0	0	0.04053975	-0.06161961	0	0
4.74951	0.01099956	-0.9588481	-0.001587961	0.002417266	-0.04050988	0.06166597	0	0
4.766078	0.01099956	-0.9588481	0	0	0.04792062	-0.07294694	0	0
4.782896	0.01099956	-0.9588481	0	0	0	0	0	0
4.79921	0.01097324	-0.9588081	-0.001612885	0.002451553	-0.04867977	0.07399229	0	0
4.815777	0.01097324	-0.9588081	0	0	0.04905252	-0.07455885	0	0
4.832932	0.01097324	-0.9588081	0	0	0	0	0	0
4.84891	0.01094693	-0.9587681	-0.00164682	0.002503134	-0.04970327	0.07554799	0	0
4.865477	0.01094693	-0.9587681	0	0	0.05060192	-0.07691392	0	0
4.882044	0.01092062	-0.958648	-0.001588235	0.007245855	-0.04793372	0.2186835	0	0
4.89861	0.01089431	-0.958608	-0.001588372	0.002414294	-4.138989E-06	-0.1458231	0	0
4.91549	0.01086799	-0.958568	-0.001558803	0.00236935	0.0008840834	-0.001343785	0	0
4.931744	0.01086799	-0.958488	0	0.004921231	0.04704545	0.07701702	0	0
4.948511	0.01084168	-0.9584481	-0.001569265	0.002381697	-0.0475226	-0.07690558	0	0
4.965028	0.01081537	-0.9584081	-0.001593049	0.002421404	-0.0007145738	0.001192929	0	0
4.981538	0.01084168	-0.9583681	0.00159374	0.002422453	0.09648991	3.176581E-05	0	0
4.998048	0.01081537	-0.9583281	-0.001593786	0.002422523	-0.09653451	2.115389E-06	0	0
5.01458	0.01078906	-0.9582881	-0.001591625	0.002419238	6.539261E-05	-9.939254E-05	0	0
5.036816	0.01076274	-0.9582482	-0.001183317	0.001795938	0.010532	-0.01607757	0	0
5.053387	0.01076274	-0.9582482	0	0	0.03049244	-0.04627883	0	0
5.070597	0.01076274	-0.9581683	0	0.004644252	0	0.137481	0	0
5.08652	0.01076274	-0.9581683	0	0	0	-0.1401699	0	0
5.103207	0.01073643	-0.9581283	-0.001576854	0.002396703	-0.04835502	0.07349607	0	0
5.119654	0.01076274	-0.9580883	0.001599942	0.002431794	0.09587728	0.001059073	0	0
5.136646	0.01073643	-0.9580483	-0.001548535	0.002350152	-0.09415538	-0.002441518	0	0
5.152787	0.01076274	-0.9580084	0.001630287	0.002474224	0.09594119	0.003744668	0	0
5.169355	0.01073643	-0.9579684	-0.001588154	0.002413878	-0.09839584	-0.001844935	0	0
5.18618	0.01076274	-0.9579285	0.001563984	0.002373597	0.09439408	-0.001206239	0	0
5.272739	0.01076274	-0.9576089	0	0.003692268	-0.0151279	0.01275507	0	0
5.289254	0.01078906	-0.9573294	0.001593279	0.0169234	0.01545762	0.1283653	0	0
5.305762	0.01071012	-0.9566512	-0.004781828	0.04108535	-0.1930512	0.7316732	0	0
5.322798	0.009604968	-0.9541041	-0.06487332	0.1495165	-1.791445	3.232544	0	0
5.348244	0.007131458	-0.94715	-0.09720647	0.2732882	-0.7611129	2.913549	0	0
5.373865	0.004473655	-0.9134543	-0.1037337	1.315138	-0.1278158	20.40149	0	0
5.390555	0.005078904	-0.9068629	0.03626467	0.3949351	3.308779	-21.74845	0	0
5.407844	0.007526174	-0.8786197	0.1415494	1.633577	3.098528	36.45324	0	0
5.423691	0.008473481	-0.8492402	0.05977936	1.853982	-2.467717	6.651527	0	0
5.440258	0.009631281	-0.825439	0.06988695	1.436682	0.3118327	-12.87428	0	0
5.456824	0.01121006	-0.7943147	0.09530061	1.878778	0.767019	13.34307	0	0
5.473393	0.01205205	-0.7703186	0.05081537	1.4482	-1.342509	-12.9943	0	0
5.489959	0.01292033	-0.7468606	0.05241437	1.416047	0.04825672	-0.9703627	0	0
5.506524	0.0140254	-0.7146142	0.06671126	1.946681	0.4315307	16.01642	0	0
5.523093	0.01436743	-0.6907001	0.02064299	1.443292	-1.390363	-15.19254	0	0
5.539659	0.0145516	-0.6675097	0.01111791	1.399932	-0.2874675	-1.308607	0	0
5.556949	0.01442005	-0.6381419	-0.007608462	1.698531	-0.5531275	8.819845	0	0
5.573493	0.01447267	-0.6169951	0.003180675	1.278228	0.3188846	-12.42252	0	0
5.58936	0.01452529	-0.5886889	0.00331631	1.78394	0.004184818	15.60303	0	0
5.605924	0.01434112	-0.5752553	-0.01111855	0.8109959	-0.4450863	-29.99987	0	0
5.62249	0.01457791	-0.5480473	0.01429365	1.642371	0.7670299	25.09384	0	0
5.639059	0.01476209	-0.5283192	0.01111594	1.190723	-0.09590342	-13.63075	0	0
5.662591	0.01520935	-0.5015605	0.01900685	1.137123	0.1967805	-1.336675	0	0
5.672402	0.01539352	-0.4819426	0.01877073	1.999505	-0.007081538	25.86372	0	0
5.688835	0.01607756	-0.4558213	0.04162543	1.58954	0.8708329	-15.6209	0	0
5.705354	0.01631434	-0.4364602	0.01433382	1.172046	-0.8282155	-12.66964	0	0
5.721892	0.01636696	-0.4176504	0.003181494	1.137358	-0.3373643	-1.049321	0	0
5.738459	0.01641958	-0.3996173	0.003176203	1.088542	-0.0001598158	-1.474617	0	0
5.755097	0.01647219	-0.3765952	0.003162368	1.38364	-0.0004166686	8.887159	0	0
5.772101	0.01639327	-0.3650301	-0.004641602	0.6801388	-0.2319658	-20.91093	0	0
5.805617	0.01610387	-0.3275965	-0.008634619	1.116892	-0.07903843	8.64517	0	0
5.821291	0.01623541	-0.3074101	0.008392674	1.287918	0.3461566	3.476875	0	0
5.837861	0.01631434	-0.2929353	0.004763264	0.8735504	-0.1125617	-12.85112	0	0
5.854425	0.01652481	-0.2833347	0.01270653	0.5796107	0.2397317	-8.871243	0	0
5.870993	0.01668266	-0.2659167	0.009527562	1.05132	-0.0959497	14.23745	0	0
5.887561	0.01718252	-0.2537596	0.03016973	0.7337607	0.6229549	-9.583554	0	0
5.904122	0.01776129	-0.2387981	0.03494672	0.9033924	0.1441907	5.120232	0	0
5.920695	0.01805067	-0.2291122	0.01746101	0.5844414	-0.5277197	-9.625962	0	0
5.937259	0.01870834	-0.2186929	0.03970631	0.6290511	0.6713257	1.346247	0	0
5.95798	0.01791913	-0.2120209	-0.03808657	0.3219844	-2.086447	-8.235695	0	0
5.974552	0.02123365	-0.2088765	0.200007	0.1897434	6.384329	-3.545959	0	0
5.991748	0.0215756	-0.2086521	0.01988567	0.01305131	-5.33413	-5.232579	0	0
6.007767	0.0215756	-0.2086521	0	0	-0.5986947	-0.3929336	0	0
6.024251	0.02162821	-0.2086929	0.003191626	-0.002475194	0.09819587	-0.0761536	0	0
6.040817	0.02168081	-0.2087337	0.003175529	-0.002462797	-0.0004870625	0.0003750981	0	0
6.057385	0.02173342	-0.2088153	0.003175163	-0.004925927	-1.103214E-05	-0.0743374	0	0
6.07395	0.02181233	-0.2088765	0.004763511	-0.003695308	0.04793781	0.03714122	0	0
6.090517	0.02189124	-0.2089785	0.004763212	-0.006157715	-9.023115E-06	-0.07432095	0	0
6.107331	0.02199645	-0.209101	0.006257467	-0.007281416	0.04476428	-0.03366337	0	0
6.123985	0.02212797	-0.209203	0.007896942	-0.006126346	0.0489867	0.03451291	0	0
6.140854	0.02220687	-0.209305	0.004677496	-0.006048957	-0.09603532	0.002308487	0	0
6.156788	0.02225948	-0.2093867	0.003301637	-0.005123074	-0.04194301	0.02822551	0	0
6.173379	0.02236469	-0.2095091	0.006341341	-0.007380044	0.09345864	-0.06939275	0	0
6.189917	0.0224173	-0.2095907	0.003180931	-0.004936676	-0.09539647	0.07375266	0	0
6.206485	0.0224436	-0.2096928	0.001587571	-0.006160059	-0.04812924	-0.03695367	0	0
6.223056	0.0224962	-0.2098153	0.003174411	-0.007390549	0.04788404	-0.03713091	0	0
6.245685	0.02257511	-0.2099582	0.003487029	-0.006314402	0.007974892	0.02745251	0	0
6.262444	0.02262772	-0.2100398	0.003139005	-0.00487267	-0.008835981	0.03660404	0	0
6.278961	0.02265402	-0.2100602	0.001592429	-0.001235962	-0.04647775	0.1092905	0	0
6.295389	0.02262772	-0.2100807	-0.001601026	-0.001242635	-0.09693106	-0.0002025294	0	0
6.311955	0.02265402	-0.2101011	0.001587708	-0.001232298	0.0966437	0.0003132847	0	0
6.328522	0.02265402	-0.2101011	0	0	-0.0479192	0.03719243	0	0
6.345088	0.02265402	-0.2101011	0	0	0	0	0	0
6.361656	0.02265402	-0.2101011	0	0	0	0	0	0
6.378222	0.02265402	-0.2101011	0	0	0	0	0	0
6.394788	0.02265402	-0.2101011	0	0	0	0	0	0
6.412393	0.02265402	-0.2101011	0	0	0	0	0	0
