Time	Pos X	Pos Y	Vel X	Vel Y	Acc X	Acc YForce X	Force Y
1.780307	0.01286771	-0.7975628	0	0	0	0	0	0
1.796873	0.01286771	-0.7975628	0	0	0	0	0	0
1.813441	0.01286771	-0.7975628	0	0	0	0	0	0
1.830007	0.01286771	-0.7975628	0	0	0	0	0	0
1.846771	0.01286771	-0.7975628	0	0	0	0	0	0
1.86328	0.01286771	-0.7975628	0	0	0	0	0	0
1.880378	0.01286771	-0.7975628	0	0	0	0	0	0
1.896305	0.01286771	-0.7975628	0	0	0	0	0	0
1.913319	0.01286771	-0.7975628	0	0	0	0	0	0
1.92983	0.01286771	-0.7975628	0	0	0	0	0	0
1.945973	0.01286771	-0.7975628	0	0	0	0	0	0
1.962851	0.01286771	-0.7975628	0	0	0	0	0	0
2.001598	0.01286771	-0.7975628	0	0	0	0	0	0
2.018164	0.01286771	-0.7975628	0	0	0	0	0	0
2.034729	0.01286771	-0.7975628	0	0	0	0	0	0
2.051296	0.01286771	-0.7975628	0	0	0	0	0	0
2.067863	0.01286771	-0.7975628	0	0	0	0	0	0
2.084442	0.01286771	-0.7975628	0	0	0	0	0	0
2.101952	0.01286771	-0.7975628	0	0	0	0	0	0
2.117563	0.01286771	-0.7975628	0	0	0	0	0	0
2.134131	0.01286771	-0.7975628	0	0	0	0	0	0
2.1507	0.01286771	-0.7975628	0	0	0	0	0	0
2.167497	0.01286771	-0.7975628	0	0	0	0	0	0
2.184025	0.01286771	-0.7975628	0	0	0	0	0	0
2.200396	0.01286771	-0.7975628	0	0	0	0	0	0
2.216963	0.01286771	-0.7975628	0	0	0	0	0	0
2.233548	0.01286771	-0.7975628	0	0	0	0	0	0
2.250098	0.01286771	-0.7975628	0	0	0	0	0	0
2.317068	0.01286771	-0.7975628	0	0	0	0	0	0
2.333805	0.01286771	-0.7975628	0	0	0	0	0	0
2.350201	0.01286771	-0.7975628	0	0	0	0	0	0
2.366767	0.01286771	-0.7975628	0	0	0	0	0	0
2.383335	0.01286771	-0.7975628	0	0	0	0	0	0
2.400173	0.01286771	-0.7975628	0	0	0	0	0	0
2.416677	0.01286771	-0.7975628	0	0	0	0	0	0
2.433189	0.01286771	-0.7975628	0	0	0	0	0	0
2.449601	0.01286771	-0.7975628	0	0	0	0	0	0
2.466167	0.01286771	-0.7975628	0	0	0	0	0	0
2.482735	0.01286771	-0.7975628	0	0	0	0	0	0
2.4993	0.01286771	-0.7975628	0	0	0	0	0	0
2.515867	0.01286771	-0.7975628	0	0	0	0	0	0
2.532758	0.01286771	-0.7975628	0	0	0	0	0	0
2.549001	0.01286771	-0.7975628	0	0	0	0	0	0
2.565567	0.01286771	-0.7975628	0	0	0	0	0	0
2.582292	0.01286771	-0.7975628	0	0	0	0	0	0
2.607685	0.01286771	-0.7975628	0	0	0	0	0	0
2.617151	0.01286771	-0.7975628	0	0	0	0	0	0
2.633833	0.01286771	-0.7975628	0	0	0	0	0	0
2.650287	0.01286771	-0.7975628	0	0	0	0	0	0
2.666867	0.01286771	-0.7975628	0	0	0	0	0	0
2.683422	0.01286771	-0.7975628	0	0	0	0	0	0
2.69999	0.01286771	-0.7975628	0	0	0	0	0	0
2.716554	0.01286771	-0.7975628	0	0	0	0	0	0
2.733121	0.01286771	-0.7975628	0	0	0	0	0	0
2.749691	0.01286771	-0.7975628	0	0	0	0	0	0
2.766254	0.01286771	-0.7975628	0	0	0	0	0	0
2.782938	0.01286771	-0.7975628	0	0	0	0	0	0
2.799388	0.01286771	-0.7975628	0	0	0	0	0	0
2.815955	0.01286771	-0.7975628	0	0	0	0	0	0
2.832521	0.01286771	-0.7975628	0	0	0	0	0	0
2.849087	0.01286771	-0.7975628	0	0	0	0	0	0
2.875179	0.01286771	-0.7975628	0	0	0	0	0	0
2.891749	0.01286771	-0.7975628	0	0	0	0	0	0
2.908533	0.01286771	-0.7975628	0	0	0	0	0	0
2.925552	0.01286771	-0.7975628	0	0	0	0	0	0
2.94145	0.01286771	-0.7975628	0	0	0	0	0	0
2.958018	0.01286771	-0.7975628	0	0	0	0	0	0
2.97458	0.01286771	-0.7975628	0	0	0	0	0	0
2.991149	0.01286771	-0.7975628	0	0	0	0	0	0
3.008093	0.01286771	-0.7975628	0	0	0	0	0	0
3.024282	0.01286771	-0.7975628	0	0	0	0	0	0
3.040848	0.01286771	-0.7975628	0	0	0	0	0	0
3.057417	0.01286771	-0.7975628	0	0	0	0	0	0
3.073982	0.01286771	-0.7975628	0	0	0	0	0	0
3.090549	0.01286771	-0.7975628	0	0	0	0	0	0
3.107117	0.01286771	-0.7975628	0	0	0	0	0	0
3.123683	0.01286771	-0.7975628	0	0	0	0	0	0
3.147822	0.01286771	-0.7975628	0	0	0	0	0	0
3.164391	0.01286771	-0.7975628	0	0	0	0	0	0
3.18124	0.01286771	-0.7975628	0	0	0	0	0	0
3.197727	0.01286771	-0.7975628	0	0	0	0	0	0
3.214747	0.01286771	-0.7975628	0	0	0	0	0	0
3.230664	0.01286771	-0.7975628	0	0	0	0	0	0
3.247774	0.01286771	-0.7975628	0	0	0	0	0	0
3.26379	0.01286771	-0.7975628	0	0	0	0	0	0
3.280358	0.01286771	-0.7975628	0	0	0	0	0	0
3.296925	0.01286771	-0.7975628	0	0	0	0	0	0
3.313492	0.01286771	-0.7975628	0	0	0	0	0	0
3.330326	0.01286771	-0.7975628	0	0	0	0	0	0
3.347338	0.01286771	-0.7975628	0	0	0	0	0	0
3.363348	0.01286771	-0.7975628	0	0	0	0	0	0
3.379759	0.01286771	-0.7975628	0	0	0	0	0	0
3.39637	0.01286771	-0.7975628	0	0	0	0	0	0
3.412892	0.01286771	-0.7975628	0	0	0	0	0	0
3.453512	0.01286771	-0.7975628	0	0	0	0	0	0
3.470959	0.01286771	-0.7975628	0	0	0	0	0	0
3.486643	0.01286771	-0.7975628	0	0	0	0	0	0
3.503447	0.01286771	-0.7975628	0	0	0	0	0	0
3.520489	0.01286771	-0.7975628	0	0	0	0	0	0
3.536481	0.01286771	-0.7975628	0	0	0	0	0	0
3.552987	0.01286771	-0.7975628	0	0	0	0	0	0
3.569477	0.01286771	-0.7975628	0	0	0	0	0	0
3.586048	0.01286771	-0.7975628	0	0	0	0	0	0
3.603015	0.01286771	-0.7975628	0	0	0	0	0	0
3.619177	0.01286771	-0.7975628	0	0	0	0	0	0
3.635743	0.01286771	-0.7975628	0	0	0	0	0	0
3.65231	0.01286771	-0.7975628	0	0	0	0	0	0
3.669069	0.01286771	-0.7975628	0	0	0	0	0	0
3.685444	0.01286771	-0.7975628	0	0	0	0	0	0
3.702085	0.01286771	-0.7975628	0	0	0	0	0	0
3.718632	0.01286771	-0.7975628	0	0	0	0	0	0
3.735621	0.01286771	-0.7975628	0	0	0	0	0	0
3.751712	0.01286771	-0.7975628	0	0	0	0	0	0
3.768632	0.01286771	-0.7975628	0	0	0	0	0	0
3.790469	0.01286771	-0.7975628	0	0	0	0	0	0
3.807044	0.01286771	-0.7975628	0	0	0	0	0	0
3.823676	0.01286771	-0.7975628	0	0	0	0	0	0
3.840189	0.01286771	-0.7975628	0	0	0	0	0	0
3.856739	0.01286771	-0.7975628	0	0	0	0	0	0
3.873305	0.01286771	-0.7975628	0	0	0	0	0	0
3.889877	0.01286771	-0.7975628	0	0	0	0	0	0
3.90644	0.01286771	-0.7975628	0	0	0	0	0	0
3.923248	0.01286771	-0.7975628	0	0	0	0	0	0
3.939763	0.01286771	-0.7975628	0	0	0	0	0	0
3.956141	0.01286771	-0.7975628	0	0	0	0	0	0
3.97278	0.01286771	-0.7975628	0	0	0	0	0	0
3.989269	0.01286771	-0.7975628	0	0	0	0	0	0
4.005839	0.01286771	-0.7975628	0	0	0	0	0	0
4.022406	0.01286771	-0.7975628	0	0	0	0	0	0
4.039324	0.01286771	-0.7975628	0	0	0	0	0	0
4.05584	0.01286771	-0.7975628	0	0	0	0	0	0
4.072353	0.01286771	-0.7975628	0	0	0	0	0	0
4.095231	0.01286771	-0.7975628	0	0	0	0	0	0
4.112387	0.01286771	-0.7975628	0	0	0	0	0	0
4.128394	0.01286771	-0.7975628	0	0	0	0	0	0
4.144985	0.01286771	-0.7975628	0	0	0	0	0	0
4.161916	0.01286771	-0.7975628	0	0	0	0	0	0
4.178425	0.01286771	-0.7975628	0	0	0	0	0	0
4.194636	0.01286771	-0.7975628	0	0	0	0	0	0
4.211963	0.01286771	-0.7975628	0	0	0	0	0	0
4.227776	0.01286771	-0.7975628	0	0	0	0	0	0
4.244334	0.01286771	-0.7975628	0	0	0	0	0	0
4.260903	0.01286771	-0.7975628	0	0	0	0	0	0
4.278013	0.01286771	-0.7975628	0	0	0	0	0	0
4.294033	0.01286771	-0.7975628	0	0	0	0	0	0
4.310599	0.01286771	-0.7975628	0	0	0	0	0	0
4.327166	0.01286771	-0.7975628	0	0	0	0	0	0
4.343734	0.01286771	-0.7975628	0	0	0	0	0	0
4.360299	0.01286771	-0.7975628	0	0	0	0	0	0
4.376865	0.01286771	-0.7975628	0	0	0	0	0	0
4.406395	0.01286771	-0.7975628	0	0	0	0	0	0
4.416826	0.01286771	-0.7975628	0	0	0	0	0	0
4.433396	0.01286771	-0.7975628	0	0	0	0	0	0
4.449964	0.01286771	-0.7975628	0	0	0	0	0	0
4.466527	0.01286771	-0.7975628	0	0	0	0	0	0
4.483096	0.01286771	-0.7975628	0	0	0	0	0	0
4.499663	0.01286771	-0.7975628	0	0	0	0	0	0
4.516735	0.01286771	-0.7975628	0	0	0	0	0	0
4.532796	0.01286771	-0.7975628	0	0	0	0	0	0
4.549695	0.01286771	-0.7975628	0	0	0	0	0	0
4.565954	0.01286771	-0.7975628	0	0	0	0	0	0
4.582525	0.01286771	-0.7975628	0	0	0	0	0	0
4.599091	0.01286771	-0.7975628	0	0	0	0	0	0
4.615738	0.01286771	-0.7975628	0	0	0	0	0	0
4.632248	0.01286771	-0.7975628	0	0	0	0	0	0
4.648791	0.01286771	-0.7975628	0	0	0	0	0	0
4.665357	0.01286771	-0.7975628	0	0	0	0	0	0
4.681924	0.01286771	-0.7975628	0	0	0	0	0	0
4.698491	0.01286771	-0.7975628	0	0	0	0	0	0
4.724998	0.01286771	-0.7975628	0	0	0	0	0	0
4.751407	0.01286771	-0.7975628	0	0	0	0	0	0
4.767973	0.01286771	-0.7975628	0	0	0	0	0	0
4.784871	0.01286771	-0.7975628	0	0	0	0	0	0
4.801107	0.01286771	-0.7975628	0	0	0	0	0	0
4.817674	0.01286771	-0.7975628	0	0	0	0	0	0
4.834898	0.01286771	-0.7975628	0	0	0	0	0	0
4.850808	0.01286771	-0.7975628	0	0	0	0	0	0
4.867421	0.01286771	-0.7975628	0	0	0	0	0	0
4.883941	0.01286771	-0.7975628	0	0	0	0	0	0
4.933641	0.01286771	-0.7975628	0	0	0	0	0	0
4.950976	0.01286771	-0.7975628	0	0	0	0	0	0
4.966986	0.01286771	-0.7975628	0	0	0	0	0	0
4.983501	0.01286771	-0.7975628	0	0	0	0	0	0
5.000044	0.01286771	-0.7975628	0	0	0	0	0	0
5.022391	0.01286771	-0.7975628	0	0	0	0	0	0
5.039035	0.01286771	-0.7975628	0	0	0	0	0	0
5.055549	0.01286771	-0.7975628	0	0	0	0	0	0
5.072564	0.01286771	-0.7975628	0	0	0	0	0	0
5.08866	0.01286771	-0.7975628	0	0	0	0	0	0
5.105227	0.01286771	-0.7975628	0	0	0	0	0	0
5.121793	0.01286771	-0.7975628	0	0	0	0	0	0
5.139111	0.01286771	-0.7975628	0	0	0	0	0	0
5.155123	0.01286771	-0.7975628	0	0	0	0	0	0
5.171636	0.01286771	-0.7975628	0	0	0	0	0	0
5.188061	0.01286771	-0.7975628	0	0	0	0	0	0
5.204654	0.01286771	-0.7975628	0	0	0	0	0	0
5.221199	0.01286771	-0.7975628	0	0	0	0	0	0
5.237761	0.01286771	-0.7975628	0	0	0	0	0	0
5.254333	0.01286771	-0.7975628	0	0	0	0	0	0
5.270894	0.01286771	-0.7975628	0	0	0	0	0	0
5.287712	0.01286771	-0.7975628	0	0	0	0	0	0
5.327257	0.01286771	-0.7975628	0	0	0	0	0	0
5.34297	0.01286771	-0.7975628	0	0	0	0	0	0
5.359769	0.01286771	-0.7975628	0	0	0	0	0	0
5.376068	0.01286771	-0.7975628	0	0	0	0	0	0
5.392817	0.01286771	-0.7975628	0	0	0	0	0	0
5.409204	0.01286771	-0.7975628	0	0	0	0	0	0
5.425773	0.01286771	-0.7975628	0	0	0	0	0	0
5.442342	0.01286771	-0.7975628	0	0	0	0	0	0
5.459336	0.01286771	-0.7975628	0	0	0	0	0	0
5.475468	0.01286771	-0.7975628	0	0	0	0	0	0
5.492034	0.01286771	-0.7975628	0	0	0	0	0	0
5.513875	0.01286771	-0.7975628	0	0	0	0	0	0
5.530445	0.01286771	-0.7975628	0	0	0	0	0	0
5.547011	0.01286771	-0.7975628	0	0	0	0	0	0
5.563579	0.01286771	-0.7975628	0	0	0	0	0	0
5.580421	0.01286771	-0.7975628	0	0	0	0	0	0
5.596926	0.01286771	-0.7975628	0	0	0	0	0	0
5.613277	0.01286771	-0.7975628	0	0	0	0	0	0
5.629958	0.01286771	-0.7975628	0	0	0	0	0	0
5.646971	0.01286771	-0.7975628	0	0	0	0	0	0
5.662977	0.01286771	-0.7975628	0	0	0	0	0	0
5.679544	0.01286771	-0.7975628	0	0	0	0	0	0
5.700563	0.01286771	-0.7975628	0	0	0	0	0	0
5.717133	0.01286771	-0.7975628	0	0	0	0	0	0
5.734097	0.01286771	-0.7975628	0	0	0	0	0	0
5.750267	0.01286771	-0.7975628	0	0	0	0	0	0
5.766834	0.01286771	-0.7975628	0	0	0	0	0	0
5.78357	0.01286771	-0.7975628	0	0	0	0	0	0
5.800576	0.01286771	-0.7975628	0	0	0	0	0	0
5.827656	0.01286771	-0.7975628	0	0	0	0	0	0
5.844227	0.01286771	-0.7975628	0	0	0	0	0	0
5.877359	0.01286771	-0.7975628	0	0	0	0	0	0
5.894461	0.01286771	-0.7975628	0	0	0	0	0	0
5.9276	0.01286771	-0.7975628	0	0	0	0	0	0
5.944168	0.01286771	-0.7975628	0	0	0	0	0	0
5.960734	0.01286771	-0.7975628	0	0	0	0	0	0
5.977298	0.01286771	-0.7975628	0	0	0	0	0	0
5.994212	0.01286771	-0.7975628	0	0	0	0	0	0
6.010431	0.01286771	-0.7975628	0	0	0	0	0	0
6.040987	0.01286771	-0.7975628	0	0	0	0	0	0
6.057558	0.01286771	-0.7975628	0	0	0	0	0	0
6.074268	0.01286771	-0.7975628	0	0	0	0	0	0
6.090789	0.01286771	-0.7975628	0	0	0	0	0	0
6.107256	0.01286771	-0.7975628	0	0	0	0	0	0
6.123824	0.01286771	-0.7975628	0	0	0	0	0	0
6.14039	0.01286771	-0.7975628	0	0	0	0	0	0
6.164329	0.01286771	-0.7975628	0	0	0	0	0	0
6.180902	0.01286771	-0.7975628	0	0	0	0	0	0
6.197465	0.01286771	-0.7975628	0	0	0	0	0	0
6.214031	0.01286771	-0.7975628	0	0	0	0	0	0
6.230597	0.01286771	-0.7975628	0	0	0	0	0	0
6.247432	0.01286771	-0.7975628	0	0	0	0	0	0
6.263731	0.01286771	-0.7975628	0	0	0	0	0	0
6.280452	0.01286771	-0.7975628	0	0	0	0	0	0
6.296865	0.01286771	-0.7975628	0	0	0	0	0	0
6.31344	0.01286771	-0.7975628	0	0	0	0	0	0
6.329998	0.01286771	-0.7975628	0	0	0	0	0	0
6.346965	0.01286771	-0.7975628	0	0	0	0	0	0
6.36349	0.01286771	-0.7975628	0	0	0	0	0	0
6.380494	0.01286771	-0.7975628	0	0	0	0	0	0
6.396264	0.01286771	-0.7975628	0	0	0	0	0	0
6.41283	0.01286771	-0.7975628	0	0	0	0	0	0
6.434094	0.01286771	-0.7975628	0	0	0	0	0	0
6.450674	0.01286771	-0.7975628	0	0	0	0	0	0
6.46723	0.01286771	-0.7975628	0	0	0	0	0	0
6.483796	0.01286771	-0.7975628	0	0	0	0	0	0
6.500365	0.01286771	-0.7975628	0	0	0	0	0	0
6.51693	0.01286771	-0.7975628	0	0	0	0	0	0
6.533627	0.01286771	-0.7975628	0	0	0	0	0	0
6.550107	0.01286771	-0.7975628	0	0	0	0	0	0
6.56663	0.01286771	-0.7975628	0	0	0	0	0	0
6.583196	0.01286771	-0.7975628	0	0	0	0	0	0
6.599763	0.01286771	-0.7975628	0	0	0	0	0	0
6.616331	0.01286771	-0.7975628	0	0	0	0	0	0
6.633176	0.01286771	-0.7975628	0	0	0	0	0	0
6.649465	0.01286771	-0.7975628	0	0	0	0	0	0
6.666191	0.01286771	-0.7975628	0	0	0	0	0	0
6.682703	0.01286771	-0.7975628	0	0	0	0	0	0
6.699212	0.01286771	-0.7975628	0	0	0	0	0	0
6.715731	0.01286771	-0.7975628	0	0	0	0	0	0
6.737903	0.01286771	-0.7975628	0	0	0	0	0	0
6.754756	0.01286771	-0.7975628	0	0	0	0	0	0
6.771041	0.01286771	-0.7975628	0	0	0	0	0	0
6.787781	0.01286771	-0.7975628	0	0	0	0	0	0
6.804288	0.01286771	-0.7975628	0	0	0	0	0	0
6.820739	0.01286771	-0.7975628	0	0	0	0	0	0
6.837315	0.01286771	-0.7975628	0	0	0	0	0	0
6.853873	0.01286771	-0.7975628	0	0	0	0	0	0
6.870837	0.01286771	-0.7975628	0	0	0	0	0	0
6.887004	0.01286771	-0.7975628	0	0	0	0	0	0
6.920371	0.01286771	-0.7975628	0	0	0	0	0	0
6.936706	0.01286771	-0.7975628	0	0	0	0	0	0
6.953272	0.01286771	-0.7975628	0	0	0	0	0	0
6.970405	0.01286771	-0.7975628	0	0	0	0	0	0
6.986423	0.01286771	-0.7975628	0	0	0	0	0	0
7.002972	0.01286771	-0.7975628	0	0	0	0	0	0
7.01954	0.01286771	-0.7975628	0	0	0	0	0	0
